UF,Município,IFGF,Autonomia,Gastos com Pessoal,Liquidez ,Investimentos
BA,Cardeal da Silva,0.3803,0,0.2526,0.6951,0.5737
BA,Entre Rios,0.3803,0.3171,0.3032,0.5679,0.3328
RN,Ielmo Marinho,0.3802,0,0.8013,0.4868,0.2326
RJ,Iguaba Grande,0.3801,0.4798,0.21,0.6424,0.1883
PE,Triunfo,0.3801,0.1501,0.5693,0.5544,0.2467
PB,Caldas Brandão,0.3801,0,0,0.6274,0.8929
PB,Marizópolis,0.38,0,0.2669,1,0.2532
PI,Capitão de Campos,0.38,0,0.1754,1,0.3446
PI,São Lourenço do Piauí,0.38,0,0.5609,0,0.9589
SC,Otacílio Costa,0.3799,0.6063,0.1584,0.4107,0.3444
PI,Redenção do Gurguéia,0.3799,0,0.2851,0.9498,0.2845
MG,Pequi,0.3798,0.0847,0.2794,1,0.1549
RN,Timbaúba dos Batistas,0.3795,0,0.5715,0.5484,0.3979
RS,Araricá,0.3795,0,0.5223,0,0.9955
MS,Tacuru,0.3793,0.1051,0.1291,1,0.283
MG,Conselheiro Pena,0.3793,0.6288,0,0.4962,0.3921
BA,Caetanos,0.3791,0.1271,0.6211,0.4282,0.34
AM,Itacoatiara,0.3791,0.756,0.1163,0.4634,0.1805
PB,Juru,0.379,0,0.3717,0.4099,0.7346
CE,Cedro,0.379,0,0.2514,1,0.2644
TO,Dueré,0.3789,0.3236,0.1934,0.5025,0.496
BA,Mucugê,0.3789,0.4226,0.5063,0,0.5866
MG,Senhora de Oliveira,0.3789,0.2459,0.4204,0.4768,0.3723
MS,Jateí,0.3787,0,0.1609,1,0.354
MS,Sete Quedas,0.3782,0.5076,0.2769,0.4898,0.2385
ES,São Mateus,0.3781,0.6872,0.1007,0.5803,0.1443
MS,Deodápolis,0.3781,0,0.3854,0.6087,0.5183
PA,Abel Figueiredo,0.378,0,0.6307,0,0.8814
SP,Emilianópolis,0.378,0.3475,0.1183,0.4094,0.6367
BA,Mulungu do Morro,0.378,0.1464,0.3655,0,1
SE,Santa Luzia do Itanhy,0.3779,0,0.7474,0.5959,0.1684
MA,Lajeado Novo,0.3776,0,0,0.5105,1
BA,Itaberaba,0.3775,0,0.4484,0.7766,0.2849
BA,Amargosa,0.3774,0.1555,0.5614,0.4663,0.3265
MS,Paranhos,0.3772,0.3915,0.7845,0,0.3327
CE,Santa Quitéria,0.3769,0,0.2724,1,0.235
PI,Morro Cabeça no Tempo,0.3767,0,0.7166,0.4201,0.37
SP,Canitar,0.3767,0.239,0.3373,0.4208,0.5095
RO,Nova Mamoré,0.3766,0.1366,0.347,0.6391,0.3839
CE,Pacoti,0.3766,0.0062,0,1,0.5004
RS,Terra de Areia,0.3765,0.2918,0.8176,0,0.3967
SC,Calmon,0.3764,0.2728,0.3033,0.5833,0.3463
SP,Santa Clara d'Oeste,0.3762,0.1782,0.266,0.5828,0.4777
MG,Ipuiúna,0.3762,0.5912,0.5193,0,0.3942
PR,Santa Maria do Oeste,0.376,0.4718,0.1113,0.4861,0.435
PB,Malta,0.376,0,0.3905,0.6616,0.4518
SE,Riachuelo,0.376,0.0269,0.634,0.6296,0.2133
MS,Pedro Gomes,0.3759,0.4501,0.1937,0.5876,0.2721
CE,Quixadá,0.3758,0.2476,0.6426,0.4543,0.1589
MG,Itacarambi,0.3758,0.1715,0.1929,1,0.1388
SC,Urupema,0.3757,0.4936,0.5388,0,0.4704
SP,Catiguá,0.3757,0.3778,0.1389,0.4634,0.5226
MG,Divinésia,0.3756,0,0.4546,0.4613,0.5866
MT,Rio Branco,0.3756,0.1732,0.4897,0.5432,0.2963
RN,Equador,0.3755,0,0.4684,0.4952,0.5383
AL,Boca da Mata,0.3754,0,0.1574,0.9044,0.44
MT,Colniza,0.3751,0.4224,0.2349,0.5374,0.3058
PI,Isaías Coelho,0.3751,0,0.4858,0.5553,0.4591
MA,Cachoeira Grande,0.3747,0,0,0.499,1
PA,Conceição do Araguaia,0.3746,0,0.2629,0.4251,0.8102
RR,Caracaraí,0.3744,0.273,0,1,0.2245
SP,Juquiá,0.3742,0.0247,0.2812,0.564,0.6267
MG,Matipó,0.3742,0.4907,0.6689,0,0.337
RS,Vitória das Missões,0.3741,0.0302,0.4184,0.8379,0.2099
TO,Pequizeiro,0.374,0,0.3814,0.5652,0.5495
RN,Acari,0.3738,0,0.2969,0.656,0.5424
PI,Murici dos Portelas,0.3735,0,0.0497,1,0.4444
GO,Terezópolis de Goiás,0.3735,0.2406,0,0.5388,0.7146
RN,Rodolfo Fernandes,0.3735,0,0.1549,1,0.3391
MG,Teófilo Otoni,0.3734,0.555,0.7366,0,0.2021
MG,Passa Vinte,0.3732,0,0.453,0.5931,0.4467
RS,Parobé,0.3731,0.5205,0.3963,0,0.5756
RN,São Francisco do Oeste,0.3731,0,0.0559,0.6211,0.8152
GO,Campinorte,0.3729,0.3759,0,0.8893,0.2264
MG,Serranos,0.3728,0,0.754,0.5349,0.2023
MG,São João do Pacuí,0.3727,0,0.084,0.8335,0.5732
AM,Novo Airão,0.3725,0.3197,0.3228,0.5245,0.3229
PI,Conceição do Canindé,0.3723,0,0.5745,0,0.9149
PI,Simplício Mendes,0.3721,0,0.0167,1,0.4718
MG,Planura,0.372,0.7924,0.2136,0,0.4821
CE,Barreira,0.3719,0,0.3979,0.5744,0.5155
PI,Coronel José Dias,0.3717,0,0.6122,0.533,0.3416
SP,Getulina,0.3714,0.8036,0.1894,0,0.4927
RJ,Varre-Sai,0.3713,0.0104,0.2397,1,0.235
PR,Luiziana,0.3713,1,0,0,0.485
SC,Aurora,0.3712,0.3543,0.3903,0.4681,0.2721
RN,São Miguel do Gostoso,0.3711,0.265,0.3436,0.5046,0.371
MT,Lambari D'Oeste,0.3711,0.3346,0.7517,0,0.3979
SP,Sarapuí,0.371,0.3197,0.2729,0.5002,0.3911
RN,São Miguel,0.3709,0,0,1,0.4838
MG,Tombos,0.3708,0.6303,0.0982,0.4748,0.2799
PI,Jurema,0.3707,0,0.3589,0.4038,0.72
MG,São José da Varginha,0.3701,0.1686,0.3118,0,1
ES,Água Doce do Norte,0.3701,0.0827,0,0.7012,0.6963
GO,Leopoldo de Bulhões,0.3699,0.4497,0.6154,0,0.4145
MA,Imperatriz,0.3699,0.9611,0.4083,0,0.1102
RN,Olho d'Água do Borges,0.3698,0,0.0728,0.6345,0.7722
MG,Cordisburgo,0.3698,0.0788,0.0553,0.7407,0.6043
CE,Quiterianópolis,0.3695,0,0.2404,0.5876,0.6499
CE,Mucambo,0.3694,0,0.3526,0.4945,0.6304
BA,Presidente Tancredo Neves,0.3693,0,0.2926,0.5409,0.6437
GO,São Simão,0.3692,1,0,0,0.4768
MS,Amambai,0.3691,0.7109,0.4056,0,0.36
CE,Jati,0.369,0.4099,0.2222,0.6081,0.2359
MS,Dois Irmãos do Buriti,0.369,0.0153,0.7521,0.4414,0.2671
MG,Prados,0.3689,0.3018,0.1171,0.6916,0.3648
CE,Potengi,0.3687,0,0,0.4747,1
MG,Passabém,0.3686,0,0.4889,0.7167,0.2689
BA,Esplanada,0.3686,0.1682,0.6368,0.5689,0.1004
BA,Mansidão,0.3685,0,0.5295,0.4696,0.4749
RN,Várzea,0.3685,0,0.4461,0.5669,0.4609
MA,Buriti Bravo,0.3685,0,0.2828,0.6337,0.5573
GO,Buritinópolis,0.3684,0,0.9404,0.4966,0.0365
PE,Orobó,0.3683,0.1624,0.3057,0.4604,0.545
BA,Piripá,0.3682,0,0.6212,0.4166,0.4349
MG,Betim,0.3682,1,0.2492,0,0.2235
MS,Novo Horizonte do Sul,0.3681,0.08,0.2958,0.5463,0.5503
BA,Buerarema,0.3681,0,0.6494,0.6079,0.215
PR,Bandeirantes,0.3681,0,0.3457,0.6359,0.4906
BA,Muquém do São Francisco,0.368,0.2811,0.4754,0.44,0.2755
BA,Governador Mangabeira,0.3679,0,0.667,0.5049,0.2998
MG,Divino,0.3677,0.1114,0.1291,1,0.2305
MG,Berizal,0.3677,0,0.2484,0.7558,0.4666
BA,Boa Vista do Tupim,0.3675,0,0.4157,0.4627,0.5917
RR,Iracema,0.3675,0.0062,0.4636,0,1
PB,Bom Sucesso,0.3675,0,0.0701,0.6261,0.7736
AL,Capela,0.3673,0,0,0.5766,0.8925
SP,Santana da Ponte Pensa,0.367,0.1587,0.0102,1,0.2989
SP,Santa Rosa de Viterbo,0.367,1,0.3267,0,0.1411
BA,Palmeiras,0.3668,0,0.2702,0.6984,0.4986
MG,Juiz de Fora,0.3666,1,0.3301,0,0.1363
GO,Araçu,0.3665,0,0.4043,0.5521,0.5097
PI,São José do Peixe,0.3664,0,0.0293,0.5606,0.8756
MG,Gonçalves,0.3663,0.1973,0.3883,0,0.8796
SP,Mairinque,0.3661,0.8583,0.4177,0,0.1883
SP,Guapiara,0.366,0.3074,0.2965,0.5345,0.3258
GO,Hidrolina,0.366,0,0.4357,0.4395,0.5889
PI,São Francisco do Piauí,0.3659,0,0.2302,0.9806,0.2529
MA,João Lisboa,0.3658,0,0.5172,0.4645,0.4814
BA,Santa Rita de Cássia,0.3658,0.3143,0.4058,0.4767,0.2664
PB,Assunção,0.3657,0,0.4341,0.4515,0.5772
BA,Cristópolis,0.3656,0.2321,0.2251,0.5123,0.493
AM,Autazes,0.3656,0.0621,0.0033,0.5747,0.8221
TO,Augustinópolis,0.3652,0.1038,0.2429,0.4833,0.631
BA,Mirangaba,0.3648,0,0.6708,0.4443,0.3441
MG,Caraí,0.3647,0.0895,0.9497,0,0.4195
MG,Cordislândia,0.3644,0,0.2622,0.5151,0.6803
PB,Monte Horebe,0.3643,0,0.4079,0.6759,0.3734
RS,Santo Antônio do Planalto,0.3642,0.3593,0.3804,0.533,0.1842
PR,Rio Branco do Sul,0.3641,1,0.3755,0,0.0811
MG,Borda da Mata,0.3641,0.5511,0.1813,0.4681,0.256
PE,Dormentes,0.364,0.0111,0,1,0.4449
CE,Senador Pompeu,0.3639,0.1193,0.0593,0.4762,0.8008
RS,Butiá,0.3638,0.644,0.6255,0,0.1855
RO,Rolim de Moura,0.3637,0.5033,0.3832,0.4677,0.1004
BA,Itamaraju,0.3635,0.36,0,0.516,0.578
MA,Duque Bacelar,0.3633,0,0,1,0.4533
SP,Américo Brasiliense,0.3633,0.9774,0.2817,0,0.194
RS,Nonoai,0.3633,0.6741,0.5027,0,0.2763
PE,Tracunhaém,0.3633,0,0.1437,0.4905,0.8189
MG,Galiléia,0.3631,0.0565,0.6025,0.5334,0.2599
PA,Santa Izabel do Pará,0.3631,0.0045,0.5075,0.4411,0.4992
MG,São Geraldo,0.3629,0,0.2378,0.5631,0.6508
PE,Salgadinho,0.3628,0.1706,0.0524,0.4428,0.7853
PB,Alagoa Grande,0.3627,0,0.3246,0.9161,0.2102
SE,Frei Paulo,0.3627,0.3136,0,0.8007,0.3365
MS,Nioaque,0.3627,0.3189,0.3975,0.492,0.2422
MA,Governador Newton Bello,0.3626,0,0.2144,0.5325,0.7033
MG,Santana de Pirapama,0.3625,0.2014,0.177,0.7039,0.368
SP,Barra do Chapéu,0.3625,0.0908,0.7334,0,0.6258
BA,Rio de Contas,0.3624,0,0.5559,0.5234,0.3705
MG,Conceição do Pará,0.3624,0.834,0.2719,0,0.3436
MG,Janaúba,0.3622,0.428,0.3254,0.5756,0.1199
MG,Engenheiro Caldas,0.3622,0.0475,0.3394,0.5714,0.4905
MG,Senador Amaral,0.3622,0.1082,0.2891,0.5354,0.516
SC,Imaruí,0.3621,0.2778,0.6277,0,0.5429
GO,São Miguel do Passa Quatro,0.3619,0,0.0908,1,0.3569
RS,Lagoão,0.3618,0.1768,0.0208,1,0.2497
PB,São José do Sabugi,0.3618,0,0.2035,0.442,0.8018
MG,Riacho dos Machados,0.3617,0.1527,0.4858,0.4865,0.3219
GO,Palminópolis,0.3617,0.0287,0,0.7739,0.6443
MG,Mário Campos,0.3617,0.0518,0.6559,0.515,0.2241
SP,Trabiju,0.3617,0,0.3272,0.4217,0.6979
BA,Aporá,0.3617,0,0,0.8121,0.6346
BA,Cotegipe,0.3616,0.3436,0.047,0.577,0.4789
MT,Ribeirãozinho,0.3614,0.0138,0.4838,0.5272,0.421
GO,Professor Jamil,0.3613,0.1328,0.3025,0.4798,0.53
SE,Siriri,0.3613,0,0.4942,0.7078,0.243
MS,Glória de Dourados,0.3612,0.0337,0.3415,0.5679,0.5017
BA,Antônio Gonçalves,0.3612,0,0.2468,1,0.1981
MG,Passa Tempo,0.3612,0.3773,0.7406,0,0.3268
RS,David Canabarro,0.3611,0.9117,0.3813,0,0.1513
RN,José da Penha,0.3609,0,0.3818,0.5162,0.5457
RS,Estrela Velha,0.3609,0,0.5183,0.4792,0.4461
PB,Ouro Velho,0.3609,0,0.231,0.5914,0.6212
MG,Fernandes Tourinho,0.3607,0,0.4923,0.6295,0.3212
MA,Carutapera,0.3607,0,0.3619,0.722,0.359
BA,Tremedal,0.3606,0,0.629,0.5527,0.2608
RN,São Vicente,0.3604,0,0,1,0.4416
TO,Pau D'Arco,0.36,0,0.3566,0.6174,0.4659
RO,Presidente Médici,0.3597,0.1981,0.1817,0.6821,0.3769
PI,Lagoa do Sítio,0.3596,0,0.4711,0,0.9674
PE,Iguaracy,0.3595,0.1871,0.5583,0.4046,0.2882
MT,Alto Paraguai,0.3592,0,0.4224,0.6346,0.3799
RN,Itajá,0.359,0.0466,0.2606,0.5341,0.5947
RO,Ouro Preto do Oeste,0.3588,0.1797,0.3877,0.4964,0.3716
AM,Santa Isabel do Rio Negro,0.3588,0,0.5974,0,0.8379
SP,Pongaí,0.3588,0.5413,0.1654,0,0.7285
BA,Central,0.3587,0,0.4051,0.4479,0.5817
CE,Beberibe,0.3584,0.3386,0,1,0.0949
BA,Jequié,0.3583,0.37,0,0.8895,0.1735
MA,São Luís,0.3582,1,0.2558,0,0.177
SE,Itabaiana,0.3582,0.262,0.2402,0.5606,0.3699
MG,Engenheiro Navarro,0.3577,0,0.1915,0.5736,0.6657
RN,Serra Caiada,0.3576,0,0,1,0.4306
TO,Angico,0.3574,0,0.5136,0.5363,0.3795
CE,Itaiçaba,0.3573,0.3479,0,0.609,0.4725
PI,Santo Antônio de Lisboa,0.357,0,0.5884,0.4656,0.3739
PI,Itaueira,0.357,0,0,1,0.4279
MT,Denise,0.3568,0,0.1727,0.8363,0.4184
MG,Pouso Alto,0.3568,0.2351,0.3248,0.5798,0.2876
MG,Marmelópolis,0.3568,0,0.458,0.6506,0.3184
PI,Dirceu Arcoverde,0.3567,0,0,0.4267,1
SP,Poloni,0.3566,0.3589,0.0821,0,0.9855
PI,Inhuma,0.3564,0,0.3395,0.5073,0.579
BA,Wagner,0.3563,0,0.512,0.419,0.4942
MG,São João da Ponte,0.3562,0,0.7012,0,0.7238
MG,Coluna,0.3562,0.2313,0.3261,0,0.8674
MA,Nina Rodrigues,0.3562,0,0.3732,0.7049,0.3465
RN,Açu,0.3561,0.2178,0.3023,0.595,0.3094
PE,Machados,0.356,0.161,0,0.8126,0.4505
AL,Girau do Ponciano,0.3558,0,0.546,0.6793,0.1977
MG,Desterro do Melo,0.3557,0,0.3202,0.854,0.2485
CE,Crateús,0.3556,0,0.7462,0.4518,0.2246
PB,Santa Helena,0.3556,0,0.1877,0.7258,0.509
PE,Salgueiro,0.3555,0.7724,0,0.4725,0.1771
MA,São Roberto,0.3554,0,0,0.4217,1
SP,Nantes,0.3553,0.5466,0.087,0.5081,0.2797
PB,Algodão de Jandaíra,0.3553,0,0.0996,1,0.3217
RS,Garruchos,0.355,0.2615,0.4801,0.6126,0.0656
MG,Cascalho Rico,0.355,0,0.403,0.6627,0.3542
RO,Alto Alegre dos Parecis,0.3548,0.1896,0.0199,0.54,0.6699
BA,Cairu,0.3544,0.614,0.2887,0.4358,0.0793
RS,Marcelino Ramos,0.3544,0.2866,0.1989,0.6277,0.3046
TO,Rio dos Bois,0.3544,0,0.6231,0.4901,0.3044
PI,Buriti dos Montes,0.3544,0,0.314,0.6896,0.414
SP,Natividade da Serra,0.3543,0.3937,0.3574,0.4681,0.1981
GO,Guapó,0.3542,0.0209,0.5169,0.4851,0.3941
RS,Dona Francisca,0.354,0.095,0.4374,0.5406,0.3431
PB,Itapororoca,0.3536,0,0.3054,0.7775,0.3317
PI,Pajeú do Piauí,0.3536,0,0.3516,0.475,0.5879
SP,Santa Salete,0.3534,0,0.5196,0.4586,0.4353
PB,São João do Tigre,0.3533,0,0.2776,0.4745,0.6613
MG,Machacalis,0.3532,0.6019,0.1489,0,0.6621
AC,Jordão,0.3528,0,0.3801,0.8163,0.2148
CE,Ibiapina,0.3528,0.0331,0.1093,0.5713,0.6975
MG,Simão Pereira,0.3527,0.3663,0.1585,0.4604,0.4257
MA,Bequimão,0.3526,0,0.4665,0.658,0.2858
AL,Senador Rui Palmeira,0.3519,0,0.0085,1,0.399
MG,Córrego Fundo,0.3517,0.1347,0,0.5661,0.706
PI,Sigefredo Pacheco,0.3517,0,0.2946,1,0.1121
MG,São Thomé das Letras,0.3516,0.1817,0.4177,0.4788,0.3284
PR,Presidente Castelo Branco,0.3516,0.2737,0.2147,0.7238,0.1943
PB,Dona Inês,0.3513,0,0,1,0.4051
BA,Boquira,0.3511,0,0,1,0.4045
MG,Tiradentes,0.351,0.1633,0.1676,0.6736,0.3996
BA,Glória,0.3508,0,0.4324,0.6324,0.3386
RN,Lagoa de Pedras,0.3508,0,0.1559,0.587,0.6604
CE,Tururu,0.3507,0,0.1618,0.8966,0.3443
PI,São Pedro do Piauí,0.3504,0,0.6476,0.4368,0.3172
PI,Porto Alegre do Piauí,0.3504,0,0.4165,0.4177,0.5673
TO,Araguanã,0.3503,0.0664,0,0.5917,0.743
SP,Elisiário,0.3502,0.3119,0.4545,0,0.6344
RJ,Nilópolis,0.3502,0.4758,0.8208,0,0.104
PB,Riachão do Poço,0.3502,0,0,0.4006,1
RS,Campos Borges,0.3498,0.2518,0.7573,0,0.3899
MG,Tarumirim,0.3496,0,0.6645,0,0.7339
SP,Silveiras,0.3496,0.4415,0.1176,0.5143,0.3248
RN,Taboleiro Grande,0.3491,0,0.4309,0.6929,0.2725
PI,Francisco Ayres,0.349,0,0.4197,0.5099,0.4664
PE,Jataúba,0.3488,0.0441,0.5375,0.5167,0.2971
AL,São Brás,0.3486,0,0,0.4636,0.9308
MA,Fernando Falcão,0.3483,0,0.782,0,0.6114
MA,Passagem Franca,0.3481,0,0.465,0.4271,0.5003
MT,Pontal do Araguaia,0.3475,0.607,0.2706,0.4529,0.0593
PA,Ulianópolis,0.3473,0.0717,0.3137,0.4785,0.5255
MG,Gameleiras,0.3472,0.0388,0.248,0.5295,0.5726
BA,Teofilândia,0.3472,0,0.3634,0.5664,0.4588
RN,Riacho da Cruz,0.3472,0,0.4017,0.5533,0.4336
BA,Caturama,0.347,0,0.3881,0,1
CE,Groaíras,0.347,0.1865,0.1274,0.4333,0.641
MG,Pedralva,0.3469,0.4705,0.26,0.4456,0.2115
CE,São João do Jaguaribe,0.3468,0.1965,0.3865,0.4869,0.3173
MG,Ressaquinha,0.3466,0.2869,0,0.5804,0.519
TO,Goiatins,0.3465,0,0.5743,0.4386,0.3733
RS,São Pedro das Missões,0.3464,0.1644,0.2245,0.5212,0.4756
PB,Alcantil,0.3464,0,0.2329,0.5709,0.5817
SP,Dolcinópolis,0.3463,0,0.6994,0,0.6858
PI,Miguel Alves,0.3462,0,0.1792,1,0.2056
PA,Nova Ipixuna,0.3456,0,0.6346,0.4011,0.3465
MA,Campestre do Maranhão,0.3455,0,0.2297,0.4753,0.6771
PB,Lagoa,0.3454,0,0.3632,0.688,0.3305
TO,Pindorama do Tocantins,0.3449,0,0.292,0.5938,0.4938
MG,Santos Dumont,0.3447,0.436,0.3101,0.4603,0.1725
MG,Cabo Verde,0.3447,0.3601,0.1332,0.4972,0.3881
RS,Cerro Grande do Sul,0.3446,0.2937,0.3163,0.7052,0.0631
SE,Itaporanga d'Ajuda,0.3446,0.4422,0.2344,0.4245,0.2771
RN,Goianinha,0.3445,0.0235,0,1,0.3544
MT,Serra Nova Dourada,0.3444,0,0.375,0.8559,0.1465
SP,Icém,0.3441,0.9004,0.2332,0,0.243
SP,Terra Roxa,0.3441,0.546,0.2629,0,0.5674
PE,Carnaubeira da Penha,0.3439,0,0,0.8807,0.4949
AM,Amaturá,0.3438,0,0.3923,0.4697,0.5131
CE,Moraújo,0.3437,0.4195,0.5517,0,0.4037
PA,Peixe-Boi,0.3437,0,0.6406,0,0.7341
GO,Anhanguera,0.3437,0,0.17,0.8829,0.3217
TO,Juarina,0.3436,0,0.5523,0.5733,0.2489
PR,Tamboara,0.3432,0.2798,0.2692,0.5273,0.2966
SP,Sumaré,0.3429,1,0.3387,0,0.0328
CE,Pindoretama,0.3426,0,1,0,0.3704
MG,Conceição da Aparecida,0.3424,0.7543,0,0.4542,0.1611
MA,Matões,0.3423,0,0.8008,0,0.5683
RS,Canguçu,0.3423,0.304,0.1446,0.5604,0.3602
MA,Balsas,0.342,1,0,0,0.3679
MG,Santa Cruz de Minas,0.3418,0.2499,0.3035,0.5251,0.2889
MG,Pedro Teixeira,0.3413,0,0.2576,0.6042,0.5034
MG,Conselheiro Lafaiete,0.3411,0.8231,0.05,0.4425,0.0488
BA,Rio Real,0.3409,0.2468,0.2338,0.4675,0.4156
AM,Santo Antônio do Içá,0.3408,0.0203,0.1214,0.7126,0.5087
BA,Candeal,0.3405,0,0,0.5289,0.833
RJ,Duque de Caxias,0.3403,1,0.2505,0,0.1107
PB,São José dos Cordeiros,0.3403,0,0.5655,0.5539,0.2418
TO,Lagoa da Confusão,0.3403,0.4386,0.0691,0.5857,0.2677
BA,Itiruçu,0.3402,0,0.38,0,0.981
BA,Lençóis,0.3401,0,0,0.9602,0.4001
PB,Santa Rita,0.34,0.4812,0,0.4862,0.3928
MG,Bom Jesus do Galho,0.34,0,0.5424,0.4923,0.3254
PE,Camutanga,0.34,0.7046,0.4762,0,0.179
TO,Sítio Novo do Tocantins,0.3398,0,0,0.5468,0.8123
PI,Joca Marques,0.3398,0,0.2919,0.5126,0.5545
RN,Vila Flor,0.3398,0,0.7878,0.5146,0.0567
SP,Quadra,0.3397,0.4233,0.1965,0.4926,0.2465
MA,São Félix de Balsas,0.3397,0,0.4462,0.4261,0.4864
TO,Araguatins,0.3397,0,0,1,0.3586
PB,Riachão,0.3393,0,0,1,0.3572
MG,Perdões,0.3391,0.7374,0.3394,0,0.2796
PB,Catingueira,0.3391,0.0875,0.1033,0.578,0.5875
RN,Jardim de Angicos,0.339,0,0.1914,0.7468,0.4177
ES,Marataízes,0.3388,0,0.426,0.5039,0.4255
MG,Pedras de Maria da Cruz,0.3385,0,0,1,0.354
SP,Sete Barras,0.3385,0.5762,0.5627,0,0.215
MG,Itaipé,0.3384,0,0.7085,0,0.6452
CE,Croatá,0.3384,0,0.2595,0.408,0.6861
MG,Gonzaga,0.3382,0.0492,0.3496,0.5863,0.3676
AL,Coité do Nóia,0.3379,0,0.1301,1,0.2216
BA,Ibipeba,0.3379,0,1,0,0.3516
MA,Santa Rita,0.3378,0,0.333,0.5985,0.4198
BA,Chorrochó,0.3377,0.0114,0.4837,0.633,0.2229
BA,Serra Preta,0.3377,0,0.2374,0.4832,0.6303
AC,Rodrigues Alves,0.3376,0,0,0.6378,0.7127
BA,Licínio de Almeida,0.3376,0,0,0.8814,0.4689
RS,Cerro Grande,0.3374,0.0334,0.8365,0,0.4798
AM,Borba,0.3374,0.0944,0,0.7767,0.4784
RO,Guajará-Mirim,0.3373,0.1885,0,1,0.1607
AM,Ipixuna,0.3372,0.2112,0.2772,0.6243,0.2361
CE,Baturité,0.3371,0.2195,0.241,0.6581,0.23
AL,Craíbas,0.3371,0,0.1191,1,0.2291
SP,Barra do Turvo,0.337,0.3537,0.7742,0,0.2202
PI,Flores do Piauí,0.337,0,0.3965,0.7045,0.2471
PE,Itacuruba,0.337,0.122,0,1,0.2258
MA,Godofredo Viana,0.3369,0.3845,0.365,0.4541,0.1439
RS,Ibarama,0.3366,0.035,0.2846,0.4857,0.5413
PB,Itatuba,0.3366,0,0.075,0.9232,0.3484
BA,Guajeru,0.3366,0,0.2832,0.6789,0.3845
PI,Lagoa de São Francisco,0.3366,0,0,1,0.3465
MG,Joaquim Felício,0.3366,0.0425,0.1046,0.5573,0.6419
SP,Alumínio,0.3363,1,0.1855,0,0.1595
BA,Pilão Arcado,0.336,0.1381,0,0.5779,0.628
MG,Governador Valadares,0.3358,1,0.235,0,0.1081
BA,Una,0.3354,0.1022,0.717,0.4233,0.0991
PB,Cachoeira dos Índios,0.3353,0.1456,0,0.4428,0.7529
CE,Mombaça,0.335,0.0845,0.2555,0,1
TO,Ananás,0.3349,0.0489,0.1856,0.4266,0.6786
BA,Ubaíra,0.3349,0,0.3606,0.4103,0.5687
PE,Ipojuca,0.3349,1,0.116,0,0.2234
PI,Santa Cruz dos Milagres,0.3348,0,0.5238,0.6378,0.1778
PB,Cuitegi,0.3348,0,0,0.7944,0.5448
RS,Vista Alegre,0.3348,0.1808,0.0973,0.4536,0.6074
MA,Marajá do Sena,0.3346,0,0,0.568,0.7704
AM,Maués,0.3344,0.1771,0.2935,0.5524,0.3145
RS,Engenho Velho,0.3343,0.1364,0.2578,0.5791,0.3639
BA,Barra,0.3342,0.0204,0.2795,0.6098,0.427
CE,Itapiúna,0.3341,0,0,1,0.3364
MG,Mesquita,0.334,0,0.3873,0,0.9487
MG,Santo Antônio do Itambé,0.3336,0,0.2077,0.5968,0.5301
AL,Viçosa,0.3335,0.1528,0,0.8344,0.3468
MG,Paiva,0.3335,0,0.3085,0.5911,0.4343
RN,Ruy Barbosa,0.3332,0,0.3888,0.6268,0.3173
MA,Mirinzal,0.3332,0,0.2383,0.8777,0.2168
SP,Rio Claro,0.333,1,0.0561,0,0.276
MG,Uruana de Minas,0.333,0,0.7486,0,0.5833
MG,Areado,0.333,0.3944,0.0823,0.5341,0.321
PI,Madeiro,0.3328,0,0.8161,0,0.5151
RS,Chuí,0.3326,0,0.3567,0.7789,0.1947
PB,Capim,0.3323,0,0,0.7819,0.5475
SP,Santa Cruz da Esperança,0.3321,0.1018,0.6593,0,0.5671
MS,Miranda,0.3319,0.1088,0.424,0.4485,0.3461
PA,Mocajuba,0.3317,0,0,0.5589,0.768
PA,Nova Timboteua,0.3316,0.0414,0.1924,0.5007,0.5921
RS,Barão do Triunfo,0.3316,0.0628,0.2626,0.6467,0.354
BA,Nova Ibiá,0.3315,0.0537,0.4537,0.5397,0.2788
MG,Santana da Vargem,0.3314,0.0502,0.1806,0.6338,0.461
PA,Monte Alegre,0.3312,0.2561,0,0.7081,0.3607
PA,Santa Cruz do Arari,0.3312,0,0.5691,0.5314,0.2244
MG,Ninheira,0.3311,0,0.4404,0.5697,0.3142
MA,Buritirana,0.3308,0,0.4508,0.5064,0.366
MG,Astolfo Dutra,0.3306,0.2923,0.5215,0,0.5086
TO,Porto Alegre do Tocantins,0.3304,0,0.5579,0.4732,0.2906
MG,Presidente Kubitschek,0.3304,0,0.1115,0.6225,0.5875
SE,Cumbe,0.3301,0,0.2915,0.6471,0.3819
PI,Valença do Piauí,0.3301,0,0.7872,0.4795,0.0537
SC,José Boiteux,0.3297,0.2824,0.2888,0.6072,0.1402
MA,Aldeias Altas,0.3295,0,0.361,0.4585,0.4985
SP,Inúbia Paulista,0.3295,0.4441,0.0091,0.5822,0.2824
PI,Canto do Buriti,0.3292,0.0487,0.5414,0.4029,0.3239
MG,Claraval,0.3292,0,0,0.6185,0.6984
MG,Nova Serrana,0.3292,0.9225,0.1916,0,0.2028
GO,Aurilândia,0.3291,0.0174,0.2911,0.4985,0.5093
CE,Alcântaras,0.3288,0,0.923,0,0.3921
